fn,bbox
322.tif,"[[142, 22, 174, 54], [178, 86, 210, 118], [128, 126, 160, 158], [114, 65, 146, 97], [50, 134, 82, 166], [9, 110, 41, 142], [25, 15, 57, 47], [51, -1, 83, 31], [-15, 165, 17, 197]]"
323.tif,"[[148, 24, 180, 56], [191, 94, 223, 126], [122, 147, 154, 179], [150, 195, 182, 227], [44, 169, 76, 201], [98, 64, 130, 96], [85, 3, 117, 35], [20, 72, 52, 104]]"
324.tif,"[[161, 193, 193, 225], [202, 27, 234, 59], [137, 96, 169, 128], [97, 72, 129, 104], [72, 127, 104, 159], [52, 4, 84, 36], [-15, 9, 17, 41]]"
325.tif,"[[172, -13, 204, 19], [155, 39, 187, 71], [155, 153, 187, 185], [128, 196, 160, 228], [38, 146, 70, 178], [65, 130, 97, 162], [36, 64, 68, 96], [128, 72, 160, 104], [1, 86, 33, 118], [95, -10, 127, 22]]"
326.tif,"[[135, 199, 167, 231], [151, 104, 183, 136], [177, 88, 209, 120], [148, 22, 180, 54], [91, 131, 123, 163], [113, 44, 145, 76], [24, 135, 56, 167]]"
327.tif,"[[206, 87, 238, 119], [189, 139, 221, 171], [70, 164, 102, 196], [162, 172, 194, 204], [35, 186, 67, 218], [129, 90, 161, 122], [147, 42, 179, 74], [-1, 111, 31, 143], [44, 15, 76, 47]]"
328.tif,"[[167, 26, 199, 58], [138, 78, 170, 110], [121, 130, 153, 162], [188, 182, 220, 214], [2, 155, 34, 187], [94, 164, 126, 196], [61, 81, 93, 113], [79, 34, 111, 66]]"
329.tif,"[[74, 108, 106, 140], [29, 147, 61, 179], [31, 22, 63, 54], [2, 33, 34, 65]]"
330.tif,"[[200, 144, 232, 176], [155, 184, 187, 216], [157, 59, 189, 91], [113, -8, 145, 24], [29, 43, 61, 75], [75, 21, 107, 53], [25, 140, 57, 172], [-11, 79, 21, 111], [129, 70, 161, 102], [82, 94, 114, 126]]"
331.tif,"[[85, 0, 117, 32], [70, 137, 102, 169], [24, 177, 56, 209], [27, 52, 59, 84], [-2, 63, 30, 95]]"
332.tif,"[[176, -8, 208, 24], [203, 191, 235, 223], [161, 106, 193, 138], [117, 38, 149, 70], [48, -13, 80, 19], [32, 90, 64, 122], [78, 68, 110, 100], [28, 187, 60, 219], [-8, 125, 24, 157], [132, 117, 164, 149], [85, 140, 117, 172]]"
333.tif,"[[136, 97, 168, 129], [92, 151, 124, 183], [49, 89, 81, 121], [110, 54, 142, 86], [135, 7, 167, 39], [34, 203, 66, 235], [-10, 136, 22, 168], [9, 27, 41, 59]]"
334.tif,"[[179, 157, 211, 189], [112, 184, 144, 216], [105, 117, 137, 149], [62, 114, 94, 146], [15, 188, 47, 220], [5, 143, 37, 175], [27, 42, 59, 74], [40, 2, 72, 34], [117, 13, 149, 45], [201, 32, 233, 64]]"
335.tif,"[[176, 50, 208, 82], [108, -2, 140, 30], [92, 101, 124, 133], [138, 80, 170, 112], [88, 198, 120, 230], [52, 137, 84, 169], [2, 169, 34, 201], [41, 26, 73, 58], [192, 128, 224, 160], [145, 152, 177, 184]]"
336.tif,"[[184, 69, 216, 101], [116, 18, 148, 50], [100, 120, 132, 152], [146, 99, 178, 131], [59, 156, 91, 188], [10, 188, 42, 220], [48, 45, 80, 77], [199, 147, 231, 179], [153, 171, 185, 203]]"
337.tif,"[[166, 115, 198, 147], [168, -10, 200, 22], [36, 72, 68, 104], [0, 10, 32, 42], [-11, 99, 21, 131], [39, 173, 71, 205], [65, 162, 97, 194], [139, 1, 171, 33], [93, 25, 125, 57]]"
338.tif,"[[151, -4, 183, 28], [135, 99, 167, 131], [181, 77, 213, 109], [131, 196, 163, 228], [94, 135, 126, 167], [45, 167, 77, 199], [83, 23, 115, 55], [10, 185, 42, 217], [-14, 27, 18, 59], [188, 150, 220, 182]]"
339.tif,"[[121, 51, 153, 83], [84, -10, 116, 22], [74, 79, 106, 111], [123, 152, 155, 184], [150, 142, 182, 174], [68, 190, 100, 222], [35, 22, 67, 54], [0, 40, 32, 72], [13, 115, 45, 147], [178, 5, 210, 37]]"
340.tif,"[[196, 183, 228, 215], [36, 20, 68, 52], [63, 10, 95, 42], [35, 100, 67, 132], [85, 144, 117, 176]]"
341.tif,"[[133, 53, 165, 85], [159, 43, 191, 75], [132, 133, 164, 165], [77, 91, 109, 123], [182, 177, 214, 209], [47, 123, 79, 155], [22, 17, 54, 49], [-9, 111, 23, 143]]"
342.tif,"[[149, 14, 181, 46], [175, 4, 207, 36], [148, 94, 180, 126], [93, 53, 125, 85], [198, 138, 230, 170], [63, 85, 95, 117], [-13, -1, 19, 31], [7, 72, 39, 104], [18, 177, 50, 209]]"
343.tif,"[[179, 34, 211, 66], [132, 61, 164, 93], [181, 134, 213, 166], [208, 124, 240, 156], [126, 173, 158, 205], [96, 204, 128, 236], [93, 4, 125, 36], [58, 22, 90, 54], [-11, 44, 21, 76], [20, 119, 52, 151], [71, 98, 103, 130], [40, 192, 72, 224]]"
344.tif,"[[202, 64, 234, 96], [119, 182, 151, 214], [92, 25, 124, 57], [40, 184, 72, 216], [-4, 105, 28, 137]]"
345.tif,"[[104, -12, 136, 20], [57, 16, 89, 48], [106, 89, 138, 121], [133, 79, 165, 111], [105, 169, 137, 201], [50, 127, 82, 159], [20, 159, 52, 191], [-4, 53, 28, 85]]"
346.tif,"[[186, 60, 218, 92], [117, 9, 149, 41], [101, 111, 133, 143], [147, 90, 179, 122], [61, 147, 93, 179], [11, 179, 43, 211], [50, 36, 82, 68], [201, 138, 233, 170], [154, 162, 186, 194]]"
347.tif,"[[195, 203, 227, 235], [184, 92, 216, 124], [177, 24, 209, 56], [134, 22, 166, 54], [87, 96, 119, 128], [77, 50, 109, 82], [43, 104, 75, 136], [16, 76, 48, 108]]"
348.tif,"[[199, 50, 231, 82], [164, 67, 196, 99], [95, 89, 127, 121], [125, 165, 157, 197], [177, 143, 209, 175], [8, 140, 40, 172], [35, 88, 67, 120]]"
349.tif,"[[173, 164, 205, 196], [166, 97, 198, 129], [123, 94, 155, 126], [76, 168, 108, 200], [66, 122, 98, 154], [32, 176, 64, 208], [5, 148, 37, 180], [15, 14, 47, 46], [88, 22, 120, 54], [178, -7, 210, 25]]"
350.tif,"[[208, 182, 240, 214], [140, 130, 172, 162], [73, 158, 105, 190], [65, 90, 97, 122], [23, 88, 55, 120], [-12, 15, 20, 47], [78, -14, 110, 18], [162, 5, 194, 37]]"
351.tif,"[[200, 164, 232, 196], [193, 97, 225, 129], [150, 94, 182, 126], [103, 168, 135, 200], [93, 123, 125, 155], [59, 176, 91, 208], [32, 149, 64, 181], [42, 14, 74, 46], [115, 22, 147, 54], [205, -7, 237, 25]]"
352.tif,"[[186, 183, 218, 215], [179, 115, 211, 147], [136, 113, 168, 145], [89, 187, 121, 219], [79, 141, 111, 173], [45, 195, 77, 227], [18, 167, 50, 199], [28, 33, 60, 65], [101, 40, 133, 72], [114, 0, 146, 32], [51, -7, 83, 25], [191, 12, 223, 44]]"
353.tif,"[[186, 137, 218, 169], [159, 110, 191, 142], [128, 175, 160, 207], [72, 141, 104, 173], [-5, 183, 27, 215], [101, 68, 133, 100], [92, -13, 124, 19]]"
354.tif,"[[196, 163, 228, 195], [186, 118, 218, 150], [152, 171, 184, 203], [126, 144, 158, 176], [38, 175, 70, 207], [67, 102, 99, 134], [58, 21, 90, 53], [-11, -10, 21, 22], [135, 9, 167, 41], [208, 17, 240, 49]]"
355.tif,"[[173, 74, 205, 106], [203, 149, 235, 181], [59, 195, 91, 227], [1, 138, 33, 170], [26, 100, 58, 132], [86, 125, 118, 157], [113, 72, 145, 104], [16, -1, 48, 31]]"
356.tif,"[[206, 137, 238, 169], [130, 52, 162, 84], [182, 30, 214, 62], [150, 125, 182, 157], [56, 154, 88, 186], [24, 128, 56, 160], [-14, 97, 18, 129], [13, 27, 45, 59]]"
357.tif,"[[199, 11, 231, 43], [195, 109, 227, 141], [159, 47, 191, 79], [148, 136, 180, 168], [109, 79, 141, 111], [74, 97, 106, 129], [6, 119, 38, 151], [36, 194, 68, 226], [88, 173, 120, 205]]"
358.tif,"[[139, -1, 171, 31], [159, 72, 191, 104], [171, 176, 203, 208], [10, 190, 42, 222], [75, 171, 107, 203], [65, 101, 97, 133], [33, 76, 65, 108], [-10, 133, 22, 165], [-5, 44, 27, 76]]"
359.tif,"[[198, 127, 230, 159], [158, 93, 190, 125], [79, 94, 111, 126], [35, 16, 67, 48], [11, 200, 43, 232]]"
360.tif,"[[125, 12, 157, 44], [69, 0, 101, 32], [164, 146, 196, 178], [80, 105, 112, 137], [81, 154, 113, 186], [-6, 163, 26, 195], [-15, 100, 17, 132]]"
361.tif,"[[177, 56, 209, 88], [122, 15, 154, 47], [92, 47, 124, 79], [36, 34, 68, 66], [131, 180, 163, 212], [47, 139, 79, 171], [49, 188, 81, 220]]"
362.tif,"[[185, -3, 217, 29], [133, 156, 165, 188], [89, 78, 121, 110], [6, 37, 38, 69], [7, 85, 39, 117]]"
363.tif,"[[184, 99, 216, 131], [176, 199, 208, 231], [92, 167, 124, 199], [-13, 161, 19, 193], [-2, 110, 30, 142], [64, 82, 96, 114], [59, 31, 91, 63], [-10, 56, 22, 88], [-15, -14, 17, 18]]"
364.tif,"[[136, -11, 168, 21], [128, 90, 160, 122], [82, 208, 114, 240], [10, 131, 42, 163], [44, 57, 76, 89]]"
365.tif,"[[7, 65, 39, 97], [19, 194, 51, 226], [195, 202, 227, 234]]"
366.tif,"[[143, 59, 175, 91], [182, 184, 214, 216], [97, 177, 129, 209], [25, 100, 57, 132], [59, 26, 91, 58]]"
367.tif,"[[65, 32, 97, 64], [185, 84, 217, 116], [167, 160, 199, 192], [77, 194, 109, 226], [53, 147, 85, 179], [13, 188, 45, 220], [37, 80, 69, 112], [-7, 112, 25, 144]]"
368.tif,"[[168, 26, 200, 58], [82, 20, 114, 52], [60, 102, 92, 134], [179, 155, 211, 187], [32, 150, 64, 182], [-13, 183, 19, 215]]"
369.tif,"[[103, 128, 135, 160], [177, 175, 209, 207]]"
370.tif,"[[85, 108, 117, 140], [67, 184, 99, 216]]"
371.tif,"[[166, 13, 198, 45], [168, 72, 200, 104], [173, 142, 205, 174], [58, 128, 90, 160], [36, 121, 68, 153], [76, 48, 108, 80], [53, 1, 85, 33], [12, 42, 44, 74]]"
372.tif,"[[69, 24, 101, 56], [71, 82, 103, 114], [76, 153, 108, 185], [174, 190, 206, 222]]"
373.tif,"[[70, 11, 102, 43], [140, 6, 172, 38]]"
374.tif,"[[-6, 84, 26, 116], [65, 79, 97, 111], [142, 44, 174, 76], [207, 32, 239, 64]]"
375.tif,"[[72, 175, 104, 207], [87, 28, 119, 60], [201, 45, 233, 77], [113, 83, 145, 115], [193, 136, 225, 168], [137, 163, 169, 195]]"
376.tif,"[[7, 44, 39, 76], [161, 38, 193, 70], [81, 92, 113, 124], [195, 108, 227, 140], [107, 146, 139, 178], [187, 199, 219, 231]]"
377.tif,"[[52, 98, 84, 130], [206, 93, 238, 125], [126, 146, 158, 178], [152, 200, 184, 232]]"
378.tif,"[[97, 11, 129, 43], [16, 64, 48, 96], [130, 81, 162, 113], [42, 119, 74, 151], [123, 172, 155, 204], [66, 199, 98, 231]]"
379.tif,"[[15, 166, 47, 198], [30, 20, 62, 52], [144, 36, 176, 68], [56, 74, 88, 106], [137, 127, 169, 159], [80, 155, 112, 187]]"
380.tif,"[[38, 88, 70, 120], [79, -4, 111, 28], [159, 49, 191, 81], [103, 77, 135, 109]]"
381.tif,"[[37, 69, 69, 101], [114, 34, 146, 66], [179, 23, 211, 55], [186, 154, 218, 186]]"
382.tif,"[[90, 76, 122, 108]]"
383.tif,"[[174, -2, 206, 30], [61, 41, 93, 73], [74, 83, 106, 115], [37, 126, 69, 158]]"
384.tif,"[[130, 7, 162, 39], [93, 50, 125, 82], [91, 191, 123, 223], [14, 48, 46, 80]]"
385.tif,"[[163, 4, 195, 36], [176, 46, 208, 78], [139, 90, 171, 122], [22, 155, 54, 187], [60, 87, 92, 119], [16, 27, 48, 59], [68, -8, 100, 24]]"
386.tif,"[[92, 5, 124, 37], [90, 146, 122, 178], [12, 3, 44, 35]]"
387.tif,"[[184, 168, 216, 200], [159, 53, 191, 85], [120, 67, 152, 99], [103, 84, 135, 116], [103, 168, 135, 200], [42, 197, 74, 229], [1, 82, 33, 114], [3, 166, 35, 198]]"
388.tif,"[[50, 160, 82, 192], [105, 132, 137, 164], [143, 65, 175, 97], [100, 5, 132, 37], [25, 44, 57, 76], [-14, 58, 18, 90]]"
389.tif,"[[135, 175, 167, 207], [91, 115, 123, 147], [143, 79, 175, 111], [138, -3, 170, 29], [116, -10, 148, 22], [16, 154, 48, 186], [27, 74, 59, 106], [-13, 26, 19, 58], [9, -4, 41, 28]]"
390.tif,"[[160, 190, 192, 222], [117, 130, 149, 162], [169, 94, 201, 126], [164, 12, 196, 44], [142, 5, 174, 37], [42, 169, 74, 201], [52, 89, 84, 121], [3, 183, 35, 215], [-15, 200, 17, 232], [13, 41, 45, 73], [34, 11, 66, 43]]"
391.tif,"[[196, 10, 228, 42], [180, 91, 212, 123], [193, 133, 225, 165], [156, 177, 188, 209], [77, 174, 109, 206], [33, 114, 65, 146], [85, 79, 117, 111], [81, -4, 113, 28], [59, -11, 91, 21]]"
392.tif,"[[136, 201, 168, 233], [188, 166, 220, 198], [184, 83, 216, 115], [162, 76, 194, 108], [202, 3, 234, 35], [138, -3, 170, 29], [72, 160, 104, 192], [-5, 36, 27, 68], [33, 112, 65, 144], [54, 82, 86, 114], [63, 19, 95, 51]]"
393.tif,"[[125, 135, 157, 167], [103, 128, 135, 160], [144, 55, 176, 87], [120, 8, 152, 40], [79, 49, 111, 81], [-4, 134, 28, 166], [5, 71, 37, 103], [23, -5, 55, 27]]"
394.tif,"[[139, -5, 171, 27], [150, 157, 182, 189], [127, 110, 159, 142], [86, 151, 118, 183], [11, 173, 43, 205], [111, 43, 143, 75], [66, 75, 98, 107], [30, 97, 62, 129], [14, -10, 46, 22]]"
395.tif,"[[186, 60, 218, 92], [188, 118, 220, 150], [193, 188, 225, 220], [77, 174, 109, 206], [55, 167, 87, 199], [95, 94, 127, 126], [72, 47, 104, 79], [31, 88, 63, 120], [11, 12, 43, 44]]"
396.tif,"[[195, 5, 227, 37], [197, 64, 229, 96], [202, 134, 234, 166], [91, 202, 123, 234], [87, 120, 119, 152], [65, 112, 97, 144], [105, 40, 137, 72], [81, -7, 113, 25], [41, 34, 73, 66]]"
397.tif,"[[112, 188, 144, 220], [168, 160, 200, 192], [206, 93, 238, 125], [162, 33, 194, 65], [88, 72, 120, 104], [98, -8, 130, 24], [49, 86, 81, 118], [31, 103, 63, 135], [32, 188, 64, 220]]"
398.tif,"[[185, 169, 217, 201], [111, 208, 143, 240], [121, 128, 153, 160], [17, 28, 49, 60], [44, 4, 76, 36], [82, 80, 114, 112], [103, 50, 135, 82], [112, -14, 144, 18]]"
399.tif,"[[189, 44, 221, 76], [150, 58, 182, 90], [133, 75, 165, 107], [133, 160, 165, 192], [72, 189, 104, 221], [31, 73, 63, 105], [33, 157, 65, 189]]"
400.tif,"[[189, 59, 221, 91], [150, 73, 182, 105], [132, 90, 164, 122], [133, 174, 165, 206], [71, 203, 103, 235], [30, 88, 62, 120], [33, 172, 65, 204]]"
401.tif,"[[202, -10, 234, 22], [163, 4, 195, 36], [145, 21, 177, 53], [146, 105, 178, 137], [177, 205, 209, 237], [98, 187, 130, 219], [84, 135, 116, 167], [43, 19, 75, 51], [45, 103, 77, 135]]"
402.tif,"[[67, 18, 99, 50], [-11, 0, 21, 32]]"
403.tif,"[[123, 161, 155, 193], [139, 63, 171, 95], [125, 11, 157, 43]]"
404.tif,"[[192, 4, 224, 36], [175, 20, 207, 52], [175, 105, 207, 137], [206, 204, 238, 236], [128, 186, 160, 218], [114, 134, 146, 166], [73, 18, 105, 50], [75, 102, 107, 134], [13, 43, 45, 75], [12, 17, 44, 49]]"
405.tif,"[[174, -7, 206, 25], [93, -7, 125, 25], [124, 93, 156, 125], [30, 173, 62, 205], [46, 75, 78, 107], [32, 23, 64, 55], [-7, -9, 25, 23]]"
406.tif,"[[173, 48, 205, 80], [156, 65, 188, 97], [156, 149, 188, 181], [95, 179, 127, 211], [54, 63, 86, 95], [56, 147, 88, 179], [-6, 88, 26, 120], [-6, 61, 26, 93]]"
407.tif,"[[203, 129, 235, 161], [189, 77, 221, 109], [150, 45, 182, 77], [88, -14, 120, 18]]"
408.tif,"[[175, -11, 207, 21], [177, 73, 209, 105], [114, 14, 146, 46], [114, -13, 146, 19]]"
409.tif,"[[204, 154, 236, 186], [144, 179, 176, 211], [144, 153, 176, 185], [53, 98, 85, 130], [149, 25, 181, 57], [62, -8, 94, 24], [7, 66, 39, 98]]"
410.tif,"[[160, 185, 192, 217], [70, 130, 102, 162], [166, 58, 198, 90], [79, 24, 111, 56], [9, -13, 41, 19], [24, 99, 56, 131]]"
411.tif,"[[186, 144, 218, 176], [99, 110, 131, 142], [159, 51, 191, 83], [128, 37, 160, 69], [69, 40, 101, 72], [98, 8, 130, 40], [29, 72, 61, 104], [44, 184, 76, 216]]"
412.tif,"[[137, 200, 169, 232], [49, 166, 81, 198], [110, 107, 142, 139], [78, 93, 110, 125], [20, 96, 52, 128], [49, 65, 81, 97], [92, 37, 124, 69], [197, 35, 229, 67], [127, 2, 159, 34], [-13, 11, 19, 43]]"
413.tif,"[[99, 206, 131, 238], [195, 133, 227, 165], [108, 100, 140, 132], [168, 41, 200, 73], [136, 27, 168, 59], [78, 29, 110, 61], [107, -2, 139, 30], [38, 62, 70, 94], [53, 174, 85, 206], [-8, 158, 24, 190]]"
414.tif,"[[184, 149, 216, 181], [97, 116, 129, 148], [157, 56, 189, 88], [126, 43, 158, 75], [67, 45, 99, 77], [96, 14, 128, 46], [140, -14, 172, 18], [27, 78, 59, 110], [42, 190, 74, 222]]"
415.tif,"[[93, 187, 125, 219], [189, 115, 221, 147], [102, 82, 134, 114], [162, 22, 194, 54], [130, 9, 162, 41], [72, 11, 104, 43], [32, 44, 64, 76], [47, 156, 79, 188], [-14, 139, 18, 171]]"
416.tif,"[[144, 163, 176, 195], [112, 150, 144, 182], [54, 152, 86, 184], [83, 121, 115, 153], [127, 93, 159, 125], [208, 29, 240, 61], [162, 58, 194, 90], [104, 0, 136, 32], [52, 34, 84, 66], [21, 68, 53, 100], [14, 185, 46, 217]]"
417.tif,"[[105, 192, 137, 224], [18, 159, 50, 191], [78, 99, 110, 131], [46, 86, 78, 118], [-12, 88, 20, 120], [17, 57, 49, 89], [61, 29, 93, 61], [165, 28, 197, 60], [96, -6, 128, 26]]"
418.tif,"[[170, 193, 202, 225], [7, 9, 39, 41], [65, 93, 97, 125], [93, 69, 125, 101], [130, 145, 162, 177], [152, 115, 184, 147], [161, 51, 193, 83]]"
419.tif,"[[208, 119, 240, 151], [38, 182, 70, 214], [66, 158, 98, 190], [125, 204, 157, 236], [134, 140, 166, 172], [188, 43, 220, 75], [152, 65, 184, 97], [25, 58, 57, 90], [73, 21, 105, 53]]"
420.tif,"[[11, 43, 43, 75], [69, 127, 101, 159], [97, 103, 129, 135], [134, 179, 166, 211], [156, 149, 188, 181], [165, 86, 197, 118], [183, 10, 215, 42], [56, 3, 88, 35]]"
421.tif,"[[185, 190, 217, 222], [181, 108, 213, 140], [158, 100, 190, 132], [199, 28, 231, 60], [134, 22, 166, 54], [69, 185, 101, 217], [-8, 61, 24, 93], [29, 137, 61, 169], [51, 107, 83, 139], [60, 43, 92, 75]]"
422.tif,"[[153, 206, 185, 238], [-10, 22, 22, 54], [48, 106, 80, 138], [75, 82, 107, 114], [113, 158, 145, 190], [135, 128, 167, 160], [144, 64, 176, 96], [162, -11, 194, 21]]"
423.tif,"[[177, 147, 209, 179], [155, 140, 187, 172], [195, 67, 227, 99], [172, 21, 204, 53], [131, 62, 163, 94], [-12, 101, 20, 133], [26, 177, 58, 209], [47, 147, 79, 179], [56, 83, 88, 115], [111, -14, 143, 18], [74, 8, 106, 40]]"
424.tif,"[[73, 28, 105, 60], [192, 81, 224, 113], [175, 156, 207, 188], [84, 191, 116, 223], [61, 144, 93, 176], [20, 185, 52, 217], [45, 76, 77, 108], [0, 109, 32, 141]]"
425.tif,"[[113, 32, 145, 64], [125, 194, 157, 226], [101, 147, 133, 179], [60, 188, 92, 220], [85, 80, 117, 112], [41, 112, 73, 144], [4, 134, 36, 166], [-11, 27, 21, 59], [0, -3, 32, 29]]"
426.tif,"[[201, -2, 233, 30], [189, 114, 221, 146], [148, 155, 180, 187], [6, 194, 38, 226], [74, 176, 106, 208], [173, 46, 205, 78], [128, 79, 160, 111], [92, 101, 124, 133], [13, 57, 45, 89], [15, -5, 47, 27], [76, -6, 108, 26]]"
427.tif,"[[-7, 178, 25, 210], [54, 119, 86, 151], [22, 105, 54, 137], [-8, 76, 24, 108], [36, 48, 68, 80], [141, 47, 173, 79], [199, 131, 231, 163], [186, 7, 218, 39], [71, 14, 103, 46]]"
428.tif,"[[-14, 201, 18, 233], [90, 200, 122, 232], [136, 160, 168, 192], [67, 137, 99, 169], [91, 115, 123, 147], [135, 69, 167, 101], [184, 123, 216, 155], [186, 61, 218, 93], [176, 31, 208, 63], [74, -5, 106, 27], [0, 73, 32, 105], [21, 166, 53, 198]]"
429.tif,"[[11, 154, 43, 186], [165, 196, 197, 228], [183, 121, 215, 153], [56, 114, 88, 146], [-12, 91, 20, 123], [11, 70, 43, 102], [56, 23, 88, 55], [104, 77, 136, 109], [106, 15, 138, 47], [96, -15, 128, 17], [167, 14, 199, 46]]"
430.tif,"[[115, 187, 147, 219], [47, 164, 79, 196], [70, 143, 102, 175], [114, 97, 146, 129], [163, 150, 195, 182], [165, 88, 197, 120], [155, 58, 187, 90], [189, 17, 221, 49], [53, 22, 85, 54], [90, -15, 122, 17], [0, 193, 32, 225]]"
431.tif,"[[81, 151, 113, 183], [127, 110, 159, 142], [59, 88, 91, 120], [82, 66, 114, 98], [126, 20, 158, 52], [175, 74, 207, 106], [177, 12, 209, 44], [-9, 24, 23, 56], [12, 117, 44, 149]]"
432.tif,"[[165, 203, 197, 235], [1, 127, 33, 159], [50, 181, 82, 213], [52, 119, 84, 151], [42, 89, 74, 121], [113, 118, 145, 150], [124, 87, 156, 119], [76, 47, 108, 79], [97, -8, 129, 24], [108, 9, 140, 41]]"
433.tif,"[[168, 145, 200, 177], [131, 167, 163, 199], [5, 160, 37, 192], [4, 70, 36, 102], [53, 124, 85, 156], [55, 61, 87, 93], [45, 32, 77, 64], [116, 60, 148, 92], [127, 30, 159, 62], [79, -10, 111, 22]]"
434.tif,"[[180, 101, 212, 133], [158, 184, 190, 216], [34, 179, 66, 211], [45, 149, 77, 181], [-3, 109, 29, 141], [18, 54, 50, 86], [29, 71, 61, 103], [108, 25, 140, 57], [19, 4, 51, 36]]"
435.tif,"[[206, 16, 238, 48], [160, 134, 192, 166], [25, 182, 57, 214], [-2, 87, 30, 119], [8, 104, 40, 136], [88, 58, 120, 90], [-1, 37, 31, 69]]"
436.tif,"[[107, 190, 139, 222], [158, 181, 190, 213], [148, 152, 180, 184], [182, 110, 214, 142], [46, 115, 78, 147], [83, 78, 115, 110], [203, 55, 235, 87], [204, 5, 236, 37]]"
437.tif,"[[184, 97, 216, 129], [115, 37, 147, 69], [7, 15, 39, 47], [110, 175, 142, 207], [66, 83, 98, 115], [17, 150, 49, 182]]"
438.tif,"[[51, 179, 83, 211], [102, 171, 134, 203], [92, 141, 124, 173], [163, 169, 195, 201], [175, 139, 207, 171], [126, 99, 158, 131], [-10, 104, 22, 136], [27, 67, 59, 99], [147, 44, 179, 76], [158, 61, 190, 93], [149, -6, 181, 26]]"
439.tif,"[[-2, 187, 30, 219], [49, 178, 81, 210], [39, 149, 71, 181], [110, 177, 142, 209], [122, 147, 154, 179], [73, 107, 105, 139], [94, 52, 126, 84], [105, 69, 137, 101], [185, 22, 217, 54], [96, 2, 128, 34]]"
440.tif,"[[53, 194, 85, 226], [136, 192, 168, 224], [87, 153, 119, 185], [-12, 121, 20, 153], [109, 98, 141, 130], [119, 114, 151, 146], [199, 68, 231, 100], [110, 48, 142, 80], [128, -12, 160, 20], [38, 2, 70, 34]]"
441.tif,"[[143, 21, 175, 53], [183, 146, 215, 178], [97, 140, 129, 172], [25, 63, 57, 95], [59, -11, 91, 21]]"
442.tif,"[[204, 191, 236, 223], [18, 188, 50, 220], [9, 158, 41, 190], [79, 187, 111, 219], [91, 156, 123, 188], [42, 117, 74, 149], [64, 61, 96, 93], [74, 78, 106, 110], [154, 32, 186, 64], [65, 11, 97, 43]]"
443.tif,"[[186, 164, 218, 196], [81, 158, 113, 190], [92, 107, 124, 139], [158, 79, 190, 111], [153, 27, 185, 59], [84, 53, 116, 85], [-9, 171, 23, 203], [-12, 121, 20, 153], [9, 65, 41, 97], [2, 27, 34, 59]]"
444.tif,"[[193, 183, 225, 215], [88, 177, 120, 209], [99, 126, 131, 158], [164, 98, 196, 130], [160, 47, 192, 79], [91, 72, 123, 104], [-3, 191, 29, 223], [-5, 140, 27, 172], [15, 84, 47, 116], [8, 46, 40, 78], [4, -10, 36, 22], [86, 2, 118, 34]]"
445.tif,"[[177, 168, 209, 200], [169, 114, 201, 146], [73, 182, 105, 214], [94, 126, 126, 158], [87, 88, 119, 120], [83, 32, 115, 64], [160, 5, 192, 37], [164, 44, 196, 76], [5, -11, 37, 21], [-12, 63, 20, 95], [9, 115, 41, 147], [-4, 195, 28, 227]]"
446.tif,"[[183, 175, 215, 207], [78, 169, 110, 201], [89, 118, 121, 150], [155, 90, 187, 122], [150, 38, 182, 70], [81, 64, 113, 96], [-12, 183, 20, 215], [-15, 132, 17, 164], [6, 76, 38, 108], [-1, 38, 31, 70], [76, -6, 108, 26]]"
447.tif,"[[133, 29, 165, 61], [192, 205, 224, 237], [72, 188, 104, 220], [67, 137, 99, 169], [-1, 162, 31, 194], [-11, 54, 21, 86], [46, 38, 78, 70], [-6, 92, 26, 124]]"
448.tif,"[[178, 187, 210, 219], [73, 182, 105, 214], [84, 131, 116, 163], [150, 102, 182, 134], [145, 51, 177, 83], [76, 76, 108, 108], [1, 89, 33, 121], [-6, 50, 26, 82], [-10, -6, 22, 26], [71, 6, 103, 38]]"
449.tif,"[[137, 173, 169, 205], [1, 179, 33, 211], [38, 141, 70, 173], [158, 118, 190, 150], [169, 135, 201, 167], [160, 68, 192, 100], [178, 9, 210, 41], [88, 23, 120, 55], [8, -15, 40, 17], [-2, 23, 30, 55]]"
450.tif,"[[171, 202, 203, 234], [82, 181, 114, 213], [205, 128, 237, 160], [100, 122, 132, 154], [111, 72, 143, 104], [176, 43, 208, 75], [172, -8, 204, 24], [103, 17, 135, 49], [9, 136, 41, 168], [7, 85, 39, 117], [28, 29, 60, 61], [21, -9, 53, 23]]"
451.tif,"[[119, 201, 151, 233], [137, 142, 169, 174], [148, 92, 180, 124], [141, 37, 173, 69], [47, 156, 79, 188], [44, 105, 76, 137], [65, 49, 97, 81], [58, 11, 90, 43]]"
452.tif,"[[143, 170, 175, 202], [68, 182, 100, 214], [61, 144, 93, 176], [57, 88, 89, 120], [133, 61, 165, 93], [191, 45, 223, 77], [138, 100, 170, 132], [116, 1, 148, 33]]"
453.tif,"[[14, 159, 46, 191], [90, 133, 122, 165], [147, 117, 179, 149], [95, 171, 127, 203], [73, 73, 105, 105], [138, 54, 170, 86], [54, 16, 86, 48]]"
454.tif,"[[167, -13, 199, 19], [40, 174, 72, 206], [106, 146, 138, 178], [101, 95, 133, 127], [32, 120, 64, 152], [23, 11, 55, 43], [80, -4, 112, 28], [27, 50, 59, 82]]"
