fn,bbox
3006.tif,"[[155, 147, 187, 179], [23, 85, 55, 117]]"
3007.tif,"[[29, 105, 61, 137]]"
3008.tif,"[[119, 130, 151, 162], [126, 175, 158, 207], [126, 208, 158, 240]]"
3009.tif,"[[33, 117, 65, 149], [41, 161, 73, 193], [41, 195, 73, 227]]"
3010.tif,"[[49, -8, 81, 24], [49, 25, 81, 57], [62, 132, 94, 164], [28, 196, 60, 228]]"
3011.tif,"[[101, 38, 133, 70], [67, 102, 99, 134]]"
3012.tif,"[[35, 9, 67, 41], [48, 116, 80, 148], [14, 179, 46, 211]]"
3013.tif,"[[67, 186, 99, 218], [177, 22, 209, 54]]"
3014.tif,"[[170, 30, 202, 62], [99, 90, 131, 122]]"
3015.tif,"[[146, 11, 178, 43]]"
3016.tif,"[[144, 36, 176, 68], [142, 102, 174, 134], [5, 163, 37, 195], [204, 181, 236, 213]]"
3017.tif,"[[26, 86, 58, 118], [25, 153, 57, 185], [157, 100, 189, 132]]"
3018.tif,"[[111, -2, 143, 30], [47, 153, 79, 185], [173, 77, 205, 109]]"
3019.tif,"[[70, 14, 102, 46], [150, 11, 182, 43], [126, 118, 158, 150], [87, 118, 119, 150]]"
3020.tif,"[[99, 133, 131, 165], [179, 130, 211, 162]]"
3021.tif,"[[34, 202, 66, 234], [182, 38, 214, 70], [143, 38, 175, 70], [200, 135, 232, 167]]"
3022.tif,"[[21, 128, 53, 160], [34, 186, 66, 218], [147, 52, 179, 84]]"
3023.tif,"[[61, 193, 93, 225], [170, 29, 202, 61]]"
3024.tif,"[[121, 73, 153, 105], [82, 73, 114, 105], [139, 170, 171, 202]]"
3025.tif,"[[120, 50, 152, 82], [22, 63, 54, 95], [133, 108, 165, 140], [41, 160, 73, 192], [130, 153, 162, 185]]"
3026.tif,"[[128, 92, 160, 124], [119, 144, 151, 176], [170, 195, 202, 227]]"
3027.tif,"[[117, 32, 149, 64], [168, 82, 200, 114], [208, 131, 240, 163]]"
3028.tif,"[[18, 173, 50, 205], [191, 112, 223, 144]]"
3029.tif,"[[166, 11, 198, 43], [153, 61, 185, 93], [98, 192, 130, 224], [6, 191, 38, 223]]"
3030.tif,"[[105, -11, 137, 21], [92, 38, 124, 70], [93, 192, 125, 224], [93, 192, 125, 224], [37, 169, 69, 201]]"
3031.tif,"[[-8, 77, 24, 109], [32, 126, 64, 158], [164, 16, 196, 48]]"
3032.tif,"[[18, -9, 50, 23], [58, 39, 90, 71], [90, 132, 122, 164]]"
3033.tif,"[[16, 112, 48, 144]]"
3034.tif,"[[4, 38, 36, 70], [2, 104, 34, 136], [135, 52, 167, 84], [64, 183, 96, 215], [136, 176, 168, 208]]"
3035.tif,"[[75, 16, 107, 48], [11, 170, 43, 202], [137, 94, 169, 126]]"
3036.tif,"[[14, 19, 46, 51], [16, 144, 48, 176]]"
3037.tif,"[[144, 36, 176, 68], [86, 34, 118, 66]]"
3038.tif,"[[194, 151, 226, 183], [137, 148, 169, 180], [17, 65, 49, 97], [2, 20, 34, 52]]"
3039.tif,"[[11, 155, 43, 187], [-4, 110, 28, 142]]"
3040.tif,"[[183, 188, 215, 220], [168, 144, 200, 176], [147, 54, 179, 86], [81, 133, 113, 165], [-9, 83, 23, 115]]"
3041.tif,"[[50, 166, 82, 198], [35, 121, 67, 153], [14, 32, 46, 64]]"
3042.tif,"[[205, 141, 237, 173], [190, 96, 222, 128], [169, 7, 201, 39], [103, 85, 135, 117], [126, 180, 158, 212], [76, 186, 108, 218], [13, 36, 45, 68]]"
3043.tif,"[[119, 18, 151, 50], [69, 25, 101, 57]]"
3044.tif,"[[168, -12, 200, 20], [88, 27, 120, 59], [38, 34, 70, 66]]"
3045.tif,"[[153, 68, 185, 100], [176, 162, 208, 194], [126, 169, 158, 201], [63, 18, 95, 50]]"
3046.tif,"[[167, 36, 199, 68], [25, 83, 57, 115], [25, 83, 57, 115]]"
3047.tif,"[[91, -8, 123, 24], [92, 146, 124, 178], [92, 146, 124, 178], [36, 123, 68, 155]]"
3048.tif,"[[118, 8, 150, 40], [118, 162, 150, 194], [118, 162, 150, 194], [63, 139, 95, 171]]"
3049.tif,"[[182, 29, 214, 61]]"
3050.tif,"[[177, 137, 209, 169], [135, 44, 167, 76]]"
3051.tif,"[[164, 123, 196, 155], [164, 23, 196, 55]]"
3052.tif,"[[201, 202, 233, 234], [159, 110, 191, 142], [159, 9, 191, 41]]"
3053.tif,"[[112, 168, 144, 200]]"
3054.tif,"[[103, 126, 135, 158]]"
3055.tif,"[[9, 67, 41, 99]]"
3056.tif,"[[159, 27, 191, 59]]"
3057.tif,"[[56, 32, 88, 64]]"
3058.tif,"[[81, 81, 113, 113], [19, 121, 51, 153], [-8, 126, 24, 158]]"
3059.tif,"[[89, 12, 121, 44], [27, 52, 59, 84], [1, 57, 33, 89]]"
3060.tif,"[[176, 65, 208, 97], [114, 105, 146, 137], [88, 110, 120, 142], [1, 73, 33, 105]]"
3061.tif,"[[112, 164, 144, 196], [31, 68, 63, 100], [7, 73, 39, 105], [39, 7, 71, 39]]"
3062.tif,"[[62, 58, 94, 90], [52, 103, 84, 135], [35, 201, 67, 233]]"
3063.tif,"[[178, 89, 210, 121], [151, 93, 183, 125], [65, 56, 97, 88], [26, 82, 58, 114]]"
3064.tif,"[[204, 122, 236, 154], [134, -14, 166, 18], [118, 84, 150, 116], [79, 110, 111, 142], [-8, 139, 24, 171]]"
3065.tif,"[[75, -14, 107, 18], [25, 132, 57, 164], [-8, 135, 24, 167]]"
3066.tif,"[[88, -11, 120, 21], [110, 88, 142, 120], [64, 107, 96, 139], [56, -9, 88, 23]]"
3067.tif,"[[194, 61, 226, 93], [148, 81, 180, 113], [66, 93, 98, 125]]"
3068.tif,"[[195, 32, 227, 64], [109, -5, 141, 27], [70, 21, 102, 53], [145, 179, 177, 211], [112, 182, 144, 214]]"
3069.tif,"[[194, 82, 226, 114], [147, 102, 179, 134], [140, -14, 172, 18], [65, 114, 97, 146]]"
3070.tif,"[[159, 27, 191, 59]]"
3071.tif,"[[157, -1, 189, 31], [118, 25, 150, 57], [192, 183, 224, 215], [160, 186, 192, 218], [8, 147, 40, 179], [32, 54, 64, 86]]"
3072.tif,"[[137, 134, 169, 166], [127, 180, 159, 212], [56, 38, 88, 70], [32, 44, 64, 76]]"
3073.tif,"[[148, 144, 180, 176], [138, 190, 170, 222], [67, 48, 99, 80], [43, 54, 75, 86], [75, -12, 107, 20]]"
3074.tif,"[[119, 164, 151, 196], [38, 141, 70, 173]]"
3075.tif,"[[128, 195, 160, 227], [47, 173, 79, 205]]"
3076.tif,"[[63, 157, 95, 189], [45, 48, 77, 80], [76, -9, 108, 23]]"
3077.tif,"[[88, 170, 120, 202], [131, -4, 163, 28], [168, 14, 200, 46], [141, 63, 173, 95], [119, 113, 151, 145], [69, 56, 101, 88]]"
3078.tif,"[[120, 115, 152, 147], [27, 18, 59, 50]]"
3079.tif,"[[184, 67, 216, 99], [188, 126, 220, 158], [197, 194, 229, 226], [125, 186, 157, 218]]"
3080.tif,"[[14, 92, 46, 124], [18, 150, 50, 182], [54, 168, 86, 200]]"
3081.tif,"[[119, 91, 151, 123], [-13, -7, 19, 25], [23, 11, 55, 43], [-4, 61, 28, 93]]"
3082.tif,"[[121, 42, 153, 74], [125, 100, 157, 132], [161, 118, 193, 150], [135, 168, 167, 200], [63, 161, 95, 193]]"
3083.tif,"[[151, 198, 183, 230], [133, 89, 165, 121], [164, 32, 196, 64]]"
3084.tif,"[[141, -2, 173, 30], [145, 56, 177, 88], [181, 74, 213, 106], [155, 124, 187, 156], [132, 173, 164, 205], [83, 117, 115, 149]]"
3085.tif,"[[72, 184, 104, 216], [187, 186, 219, 218], [126, 169, 158, 201], [133, 73, 165, 105], [61, 78, 93, 110], [-2, 87, 30, 119], [51, -8, 83, 24]]"
3086.tif,"[[37, 88, 69, 120], [153, 90, 185, 122], [91, 73, 123, 105]]"
3087.tif,"[[83, 120, 115, 152], [198, 122, 230, 154], [137, 105, 169, 137], [144, 9, 176, 41], [73, 15, 105, 47], [9, 24, 41, 56]]"
3088.tif,"[[80, 146, 112, 178], [19, 129, 51, 161], [168, 32, 200, 64], [169, 188, 201, 220], [26, 33, 58, 65]]"
3089.tif,"[[64, 34, 96, 66], [2, 17, 34, 49], [153, 76, 185, 108]]"
3090.tif,"[[170, -7, 202, 25], [199, 29, 231, 61], [201, 91, 233, 123], [159, 101, 191, 133]]"
3091.tif,"[[155, 123, 187, 155], [72, 187, 104, 219]]"
3092.tif,"[[50, 18, 82, 50], [58, 108, 90, 140], [50, 174, 82, 206], [176, 76, 208, 108], [143, 131, 175, 163], [97, 135, 129, 167]]"
3093.tif,"[[159, 71, 191, 103], [150, 137, 182, 169], [57, 122, 89, 154], [-14, 74, 18, 106], [67, 45, 99, 77], [3, 141, 35, 173], [197, 98, 229, 130]]"
3094.tif,"[[197, 41, 229, 73], [205, 130, 237, 162], [197, 197, 229, 229], [103, 182, 135, 214], [33, 134, 65, 166], [114, 105, 146, 137], [49, 201, 81, 233]]"
3095.tif,"[[189, 22, 221, 54], [197, 111, 229, 143], [189, 177, 221, 209], [95, 162, 127, 194], [25, 114, 57, 146], [106, 85, 138, 117], [41, 182, 73, 214]]"
3096.tif,"[[99, -1, 131, 31], [107, 89, 139, 121], [99, 155, 131, 187], [5, 140, 37, 172], [16, 63, 48, 95], [192, 112, 224, 144], [146, 116, 178, 148]]"
3097.tif,"[[159, 129, 191, 161], [89, 81, 121, 113], [170, 52, 202, 84], [105, 148, 137, 180], [38, 83, 70, 115]]"
3098.tif,"[[65, 197, 97, 229], [165, -13, 197, 19], [111, 6, 143, 38], [72, 101, 104, 133], [1, 107, 33, 139], [-10, 21, 22, 53]]"
3099.tif,"[[123, 204, 155, 236], [176, 189, 208, 221], [183, 93, 215, 125], [112, 99, 144, 131], [48, 108, 80, 140], [101, 13, 133, 45]]"
3100.tif,"[[200, 119, 232, 151], [189, 13, 221, 45], [126, 23, 158, 55], [40, 40, 72, 72]]"
3101.tif,"[[173, 20, 205, 52], [-14, 44, 18, 76]]"
3102.tif,"[[25, 99, 57, 131], [107, 72, 139, 104], [169, 61, 201, 93], [192, 130, 224, 162], [64, 187, 96, 219]]"
3103.tif,"[[-3, 123, 29, 155], [79, 97, 111, 129], [77, 7, 109, 39], [141, 86, 173, 118], [164, 155, 196, 187]]"
3104.tif,"[[62, 150, 94, 182], [61, 61, 93, 93], [124, 139, 156, 171], [202, 128, 234, 160], [148, 208, 180, 240]]"
3105.tif,"[[202, 25, 234, 57], [179, 187, 211, 219], [108, 193, 140, 225], [44, 202, 76, 234], [12, 49, 44, 81], [74, 38, 106, 70], [151, 27, 183, 59], [97, 107, 129, 139]]"
3106.tif,"[[137, 152, 169, 184], [66, 104, 98, 136], [148, 75, 180, 107], [83, 171, 115, 203], [16, 105, 48, 137]]"
3107.tif,"[[16, 112, 48, 144], [98, 86, 130, 118], [97, -4, 129, 28], [161, 75, 193, 107], [184, 144, 216, 176], [56, 201, 88, 233], [2, -7, 34, 25]]"
3108.tif,"[[201, 45, 233, 77], [115, 62, 147, 94], [126, 7, 158, 39], [43, 6, 75, 38]]"
3109.tif,"[[29, 155, 61, 187]]"
3110.tif,"[[161, 88, 193, 120], [176, 122, 208, 154]]"
3111.tif,"[[198, 169, 230, 201], [170, 15, 202, 47], [184, 49, 216, 81]]"
3112.tif,"[[207, 109, 239, 141], [122, 126, 154, 158], [132, 70, 164, 102], [49, 70, 81, 102]]"
3113.tif,"[[180, 57, 212, 89], [7, -6, 39, 26], [15, 83, 47, 115], [7, 150, 39, 182], [132, 52, 164, 84], [100, 106, 132, 138], [54, 111, 86, 143], [109, 205, 141, 237]]"
3114.tif,"[[201, 201, 233, 233], [180, 123, 212, 155], [112, 134, 144, 166], [64, 129, 96, 161], [32, 184, 64, 216], [-15, 188, 17, 220]]"
3115.tif,"[[154, -11, 186, 21], [-11, 15, 21, 47], [73, 39, 105, 71], [27, 43, 59, 75], [83, 137, 115, 169], [58, 144, 90, 176], [-9, 156, 23, 188]]"
3116.tif,"[[190, 205, 222, 237], [39, 108, 71, 140], [84, 10, 116, 42], [-10, -5, 22, 27], [186, 65, 218, 97], [161, 72, 193, 104], [95, 84, 127, 116]]"
3117.tif,"[[139, 150, 171, 182], [63, 169, 95, 201], [155, 192, 187, 224], [187, 190, 219, 222], [-12, 52, 20, 84], [-11, 208, 21, 240], [135, 9, 167, 41], [110, 16, 142, 48], [44, 28, 76, 60]]"
3118.tif,"[[68, 122, 100, 154], [112, 24, 144, 56], [19, 9, 51, 41], [159, -15, 191, 17], [190, 86, 222, 118], [123, 99, 155, 131]]"
3119.tif,"[[91, 104, 123, 136], [155, 9, 187, 41]]"
3120.tif,"[[153, 192, 185, 224], [76, 54, 108, 86]]"
3121.tif,"[[121, 128, 153, 160], [62, 118, 94, 150]]"
3122.tif,"[[168, 16, 200, 48]]"
3123.tif,"[[117, 99, 149, 131], [138, -2, 170, 30], [189, 15, 221, 47]]"
3124.tif,"[[6, 11, 38, 43], [133, 150, 165, 182], [155, 49, 187, 81], [167, -2, 199, 30], [205, 66, 237, 98]]"
3125.tif,"[[49, 177, 81, 209]]"
3126.tif,"[[51, 196, 83, 228], [73, 96, 105, 128], [85, 44, 117, 76], [123, 112, 155, 144], [194, 200, 226, 232]]"
3127.tif,"[[47, 108, 79, 140], [60, 31, 92, 63]]"
3128.tif,"[[129, 148, 161, 180], [141, 72, 173, 104], [130, -14, 162, 18]]"
3129.tif,"[[63, 205, 95, 237], [52, 119, 84, 151], [137, -7, 169, 25]]"
3130.tif,"[[94, 52, 126, 84], [118, 119, 150, 151]]"
3131.tif,"[[39, 99, 71, 131], [63, 166, 95, 198]]"
3132.tif,"[[27, 121, 59, 153]]"
3133.tif,"[[61, 108, 93, 140]]"
3134.tif,"[[72, 112, 104, 144]]"
3135.tif,"[[5, -11, 37, 21], [112, 166, 144, 198]]"
3136.tif,"[[144, 14, 176, 46]]"
3137.tif,"[[11, 11, 43, 43]]"
3138.tif,"[[183, 166, 215, 198], [126, 41, 158, 73], [202, 47, 234, 79], [158, 60, 190, 92]]"
3139.tif,"[[167, 193, 199, 225], [110, 67, 142, 99], [186, 74, 218, 106], [142, 87, 174, 119]]"
3140.tif,"[[66, 158, 98, 190], [9, 33, 41, 65], [85, 39, 117, 71], [41, 52, 73, 84]]"
3141.tif,"[[45, 128, 77, 160], [65, 168, 97, 200]]"
3142.tif,"[[166, 182, 198, 214]]"
3143.tif,"[[121, 186, 153, 218], [22, 47, 54, 79]]"
3144.tif,"[[94, 56, 126, 88], [157, 1, 189, 33]]"
3145.tif,"[[94, 167, 126, 199], [157, 112, 189, 144], [89, 28, 121, 60]]"
3146.tif,"[[41, 137, 73, 169], [144, 70, 176, 102], [-6, 57, 26, 89], [-13, 6, 19, 38]]"
3147.tif,"[[106, 193, 138, 225], [7, 54, 39, 86]]"
3148.tif,"[[34, 108, 66, 140], [86, 123, 118, 155], [157, 41, 189, 73]]"
3149.tif,"[[47, 153, 79, 185]]"
3150.tif,"[[206, 181, 238, 213], [159, 101, 191, 133], [153, 50, 185, 82], [90, 43, 122, 75], [15, 154, 47, 186]]"
3151.tif,"[[110, 180, 142, 212], [63, 100, 95, 132], [56, 49, 88, 81], [-6, 42, 26, 74]]"
3152.tif,"[[190, 202, 222, 234], [183, 151, 215, 183], [121, 144, 153, 176], [104, 27, 136, 59]]"
3153.tif,"[[110, 20, 142, 52], [50, 0, 82, 32]]"
3154.tif,"[[102, 76, 134, 108], [43, 56, 75, 88]]"
3155.tif,"[[170, 140, 202, 172], [111, 120, 143, 152], [27, 105, 59, 137]]"
3156.tif,"[[192, 175, 224, 207], [175, 58, 207, 90]]"
3157.tif,"[[114, 72, 146, 104]]"
3158.tif,"[[145, 141, 177, 173], [34, 32, 66, 64]]"
3159.tif,"[[56, 88, 88, 120], [45, 72, 77, 104]]"
3160.tif,"[[40, 175, 72, 207], [29, 159, 61, 191], [144, 70, 176, 102]]"
3161.tif,"[[173, 123, 205, 155]]"
3162.tif,"[[92, 7, 124, 39], [59, 6, 91, 38], [-8, 181, 24, 213]]"
3163.tif,"[[21, 65, 53, 97], [153, 175, 185, 207], [-12, 65, 20, 97]]"
3164.tif,"[[51, 128, 83, 160], [40, 112, 72, 144], [155, 23, 187, 55]]"
3165.tif,"[[135, 170, 167, 202]]"
3166.tif,"[[164, 74, 196, 106], [128, 106, 160, 138], [7, 147, 39, 179]]"
3167.tif,"[[146, 54, 178, 86], [110, 85, 142, 117], [-11, 126, 21, 158], [-11, 201, 21, 233]]"
3168.tif,"[[152, 100, 184, 132], [119, 99, 151, 131]]"
3169.tif,"[[9, 49, 41, 81], [1, 1, 33, 33]]"
3170.tif,"[[38, 138, 70, 170], [29, 90, 61, 122]]"
3171.tif,"[[161, 94, 193, 126], [86, 78, 118, 110], [44, 23, 76, 55]]"
3172.tif,"[[197, 169, 229, 201], [7, 126, 39, 158]]"
3173.tif,"[[43, 45, 75, 77]]"
3174.tif,"[[108, 175, 140, 207], [161, 128, 193, 160]]"
3175.tif,"[[201, 36, 233, 68], [19, 136, 51, 168], [72, 90, 104, 122]]"
3176.tif,"[[34, 92, 66, 124], [75, 172, 107, 204], [173, 180, 205, 212]]"
3177.tif,"[[161, 18, 193, 50], [176, 103, 208, 135]]"
3178.tif,"[[57, 30, 89, 62], [155, 38, 187, 70], [71, 115, 103, 147], [196, 168, 228, 200], [155, 113, 187, 145]]"
3179.tif,"[[83, 29, 115, 61], [208, 82, 240, 114], [167, 27, 199, 59]]"
3180.tif,"[[195, 131, 227, 163], [-6, 61, 26, 93], [119, 114, 151, 146], [77, 59, 109, 91]]"
3181.tif,"[[189, -10, 221, 22], [185, 177, 217, 209], [67, 31, 99, 63], [109, 161, 141, 193], [67, 105, 99, 137]]"
3182.tif,"[[123, 175, 155, 207], [8, 97, 40, 129]]"
3183.tif,"[[11, 99, 43, 131]]"
3184.tif,"[[23, 92, 55, 124]]"
3185.tif,"[[132, 88, 164, 120], [19, 17, 51, 49]]"
3186.tif,"[[25, 150, 57, 182], [165, 65, 197, 97]]"
3187.tif,"[[65, 58, 97, 90]]"
3188.tif,"[[182, 41, 214, 73], [70, -11, 102, 21], [83, 185, 115, 217], [16, 200, 48, 232]]"
3189.tif,"[[157, 148, 189, 180], [45, 97, 77, 129]]"
3190.tif,"[[139, 148, 171, 180], [72, 164, 104, 196], [122, 208, 154, 240]]"
3191.tif,"[[105, 67, 137, 99], [38, 83, 70, 115], [89, 127, 121, 159]]"
3192.tif,"[[147, 86, 179, 118], [80, 102, 112, 134], [130, 146, 162, 178]]"
3193.tif,"[[-10, -8, 22, 24], [54, 135, 86, 167], [79, 158, 111, 190]]"
3194.tif,"[[93, 0, 125, 32], [26, 16, 58, 48], [76, 60, 108, 92], [157, 143, 189, 175], [182, 166, 214, 198]]"
3195.tif,"[[61, 177, 93, 209], [79, 92, 111, 124], [16, 145, 48, 177]]"
3196.tif,"[[121, 146, 153, 178], [139, 61, 171, 93], [76, 114, 108, 146]]"
3197.tif,"[[108, 124, 140, 156], [126, 39, 158, 71], [63, 92, 95, 124]]"
3198.tif,"[[114, 132, 146, 164], [103, 141, 135, 173]]"
3199.tif,"[[123, 63, 155, 95], [112, 72, 144, 104]]"
3200.tif,"[[123, 132, 155, 164]]"
3201.tif,"[[-8, 136, 24, 168], [182, 58, 214, 90]]"
3202.tif,"[[76, 81, 108, 113]]"
3203.tif,"[[25, 161, 57, 193]]"
3204.tif,"[[153, 79, 185, 111]]"
3205.tif,"[[52, 159, 84, 191], [127, 72, 159, 104]]"
3206.tif,"[[85, 168, 117, 200], [52, 48, 84, 80]]"
3207.tif,"[[147, 78, 179, 110], [123, 157, 155, 189]]"
3208.tif,"[[56, 9, 88, 41]]"
3209.tif,"[[168, 16, 200, 48]]"
3210.tif,"[[16, 67, 48, 99]]"
3211.tif,"[[43, 23, 75, 55], [-8, 44, 24, 76], [31, 54, 63, 86]]"
3212.tif,"[[135, 119, 167, 151]]"
3213.tif,"[[164, 79, 196, 111]]"
3214.tif,"[[114, 58, 146, 90]]"
3215.tif,"[[173, 14, 205, 46]]"
3216.tif,"[[177, 11, 209, 43]]"
3217.tif,"[[97, 34, 129, 66], [47, 56, 79, 88], [85, 66, 117, 98]]"
3218.tif,"[[180, 18, 212, 50], [130, 40, 162, 72], [168, 49, 200, 81]]"
3219.tif,"[[56, 14, 88, 46]]"
3220.tif,"[[16, 65, 48, 97]]"
3221.tif,"[[172, 128, 204, 160], [27, 56, 59, 88]]"
3222.tif,"[[119, 157, 151, 189], [131, 77, 163, 109], [11, 61, 43, 93]]"
3223.tif,"[[160, 87, 192, 119], [173, 7, 205, 39], [52, -9, 84, 23]]"
3224.tif,"[[153, 139, 185, 171]]"
3225.tif,"[[88, 119, 120, 151]]"
3226.tif,"[[103, 150, 135, 182]]"
3227.tif,"[[139, 130, 171, 162], [81, 181, 113, 213], [103, 187, 135, 219]]"
3228.tif,"[[52, 49, 84, 81]]"
3229.tif,"[[161, 164, 193, 196], [184, 170, 216, 202]]"
3230.tif,"[[87, 104, 119, 136], [29, 156, 61, 188], [52, 161, 84, 193], [21, 203, 53, 235]]"
3231.tif,"[[161, 63, 193, 95], [183, 68, 215, 100], [153, 110, 185, 142], [119, 179, 151, 211]]"
3232.tif,"[[103, 23, 135, 55], [25, 61, 57, 93]]"
3233.tif,"[[14, 58, 46, 90]]"
3234.tif,"[[36, 161, 68, 193], [56, 176, 88, 208], [1, 143, 33, 175], [-15, 117, 17, 149], [60, 0, 92, 32]]"
3235.tif,"[[32, 170, 64, 202], [52, 184, 84, 216], [-3, 151, 29, 183], [55, 9, 87, 41]]"
3236.tif,"[[190, 138, 222, 170], [155, 119, 187, 151], [139, 93, 171, 125]]"
3237.tif,"[[163, 146, 195, 178], [183, 160, 215, 192], [128, 127, 160, 159], [112, 101, 144, 133], [187, -15, 219, 17]]"
3238.tif,"[[191, 191, 223, 223], [156, 172, 188, 204], [140, 146, 172, 178], [123, 25, 155, 57], [76, 17, 108, 49]]"
3239.tif,"[[75, 183, 107, 215], [27, 175, 59, 207], [165, 188, 197, 220], [61, -15, 93, 17]]"
3240.tif,"[[114, 18, 146, 50], [36, 56, 68, 88]]"
3241.tif,"[[85, 92, 117, 124], [70, -11, 102, 21]]"
3242.tif,"[[161, 146, 193, 178], [123, 4, 155, 36]]"
3243.tif,"[[101, 85, 133, 117], [121, 15, 153, 47]]"
3244.tif,"[[188, 103, 220, 135], [16, 169, 48, 201], [36, 99, 68, 131], [172, 0, 204, 32]]"
3245.tif,"[[119, 105, 151, 137]]"
3246.tif,"[[34, 117, 66, 149], [81, 133, 113, 165], [68, 168, 100, 200]]"
3247.tif,"[[11, 164, 43, 196], [-2, 199, 30, 231]]"
3248.tif,"[[145, 119, 177, 151], [193, 136, 225, 168], [179, 170, 211, 202]]"
3249.tif,"[[36, 175, 68, 207]]"
3250.tif,"[[85, 25, 117, 57], [44, 4, 76, 36], [107, 171, 139, 203]]"
3251.tif,"[[156, 66, 188, 98], [114, 45, 146, 77]]"
3252.tif,"[[155, 70, 187, 102], [49, 65, 81, 97]]"
3253.tif,"[[166, 179, 198, 211]]"
3254.tif,"[[-10, 146, 22, 178], [105, 103, 137, 135]]"
3255.tif,"[[7, 70, 39, 102], [77, 136, 109, 168]]"
3256.tif,"[[10, 55, 42, 87], [81, 121, 113, 153]]"
3257.tif,"[[173, 132, 205, 164], [-13, 99, 19, 131]]"
3258.tif,"[[79, 166, 111, 198], [-2, 48, 30, 80]]"
3259.tif,"[[76, 58, 108, 90]]"
3260.tif,"[[135, 14, 167, 46]]"
3261.tif,"[[38, 126, 70, 158], [59, 179, 91, 211], [87, 198, 119, 230], [84, 51, 116, 83]]"
3262.tif,"[[29, 7, 61, 39], [57, 26, 89, 58]]"
3263.tif,"[[23, 114, 55, 146], [44, 167, 76, 199], [72, 186, 104, 218], [69, 39, 101, 71]]"
3264.tif,"[[20, 105, 52, 137]]"
3265.tif,"[[166, 99, 198, 131], [50, 114, 82, 146]]"
3266.tif,"[[186, 47, 218, 79], [70, 63, 102, 95]]"
3267.tif,"[[126, 150, 158, 182], [2, 38, 34, 70]]"
3268.tif,"[[164, 123, 196, 155], [203, 140, 235, 172], [60, 12, 92, 44], [-9, 34, 23, 66]]"
3269.tif,"[[191, 149, 223, 181], [28, 19, 60, 51], [67, 36, 99, 68]]"
3270.tif,"[[148, 143, 180, 175], [187, 159, 219, 191], [45, 32, 77, 64], [54, -2, 86, 30]]"
3271.tif,"[[58, 197, 90, 229], [67, 164, 99, 196], [50, 13, 82, 45]]"
3272.tif,"[[190, 88, 222, 120], [199, 54, 231, 86], [121, 110, 153, 142], [-1, -15, 31, 17], [86, 44, 118, 76], [77, 122, 109, 154], [-7, 206, 25, 238]]"
3273.tif,"[[16, 186, 48, 218]]"
3274.tif,"[[179, 148, 211, 180], [93, 155, 125, 187], [49, 28, 81, 60], [43, 86, 75, 118], [9, 148, 41, 180]]"
3275.tif,"[[39, 1, 71, 33], [132, 184, 164, 216]]"
3276.tif,"[[176, 136, 208, 168], [185, 102, 217, 134], [107, 158, 139, 190], [-15, 33, 17, 65], [72, 92, 104, 124], [63, 170, 95, 202]]"
3277.tif,"[[165, 93, 197, 125], [130, 28, 162, 60], [121, 105, 153, 137], [37, 189, 69, 221], [-5, 104, 27, 136]]"
3278.tif,"[[177, 62, 209, 94], [92, 146, 124, 178], [51, 60, 83, 92]]"
3279.tif,"[[179, 119, 211, 151], [46, 18, 78, 50]]"
3280.tif,"[[52, 179, 84, 211]]"
3281.tif,"[[149, 98, 181, 130], [63, 105, 95, 137], [13, 36, 45, 68]]"
3282.tif,"[[112, 41, 144, 73], [23, 95, 55, 127]]"
3283.tif,"[[179, 25, 211, 57], [136, 181, 168, 213]]"
3284.tif,"[[11, 32, 43, 64], [7, 108, 39, 140], [165, 177, 197, 209]]"
3285.tif,"[[117, 14, 149, 46]]"
3286.tif,"[[132, 157, 164, 189]]"
3287.tif,"[[34, 38, 66, 70], [128, 42, 160, 74], [163, 59, 195, 91]]"
3288.tif,"[[74, 19, 106, 51], [168, 23, 200, 55], [204, 40, 236, 72]]"
3289.tif,"[[28, 38, 60, 70], [63, 56, 95, 88]]"
3290.tif,"[[18, 52, 50, 84]]"
3291.tif,"[[168, 88, 200, 120], [26, 2, 58, 34]]"
3292.tif,"[[99, 175, 131, 207]]"
3293.tif,"[[7, 23, 39, 55], [125, 41, 157, 73], [141, 162, 173, 194]]"
3294.tif,"[[94, 7, 126, 39], [110, 127, 142, 159]]"
3295.tif,"[[204, 129, 236, 161], [72, 49, 104, 81]]"
3296.tif,"[[184, 135, 216, 167], [178, 193, 210, 225]]"
3297.tif,"[[154, 114, 186, 146], [148, 173, 180, 205]]"
3298.tif,"[[3, 32, 35, 64], [186, 159, 218, 191], [18, 153, 50, 185]]"
3299.tif,"[[197, 118, 229, 150], [9, 92, 41, 124], [61, 177, 93, 209], [26, 172, 58, 204], [26, 172, 58, 204]]"
3300.tif,"[[139, 52, 171, 84], [104, 46, 136, 78], [104, 46, 136, 78]]"
3301.tif,"[[147, 102, 179, 134], [199, 187, 231, 219], [164, 182, 196, 214], [164, 182, 196, 214], [54, 38, 86, 70], [9, -11, 41, 21]]"
3302.tif,"[[180, 132, 212, 164], [-7, 107, 25, 139], [45, 192, 77, 224], [9, 186, 41, 218], [9, 186, 41, 218]]"
3303.tif,"[[150, 150, 182, 182], [180, 18, 212, 50], [105, 102, 137, 134]]"
3304.tif,"[[17, 42, 49, 74], [135, 61, 167, 93], [150, 182, 182, 214]]"
3305.tif,"[[72, 192, 104, 224], [102, 60, 134, 92], [27, 144, 59, 176]]"
